_id,pin,address,billing_city,current_delq_tax,current_delq_pi,prior_years,prior_delq_tax,prior_delq_pi,state_description,neighborhood,council_district,ward,public_works_division,pli_division,police_zone,fire_zone,longitude,latitude
2655604,0014E00189000000,632 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,518.45,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99601762559129,40.420566391207366
2655605,0003K00071000000,ARLINGTON AVE,"FORT LAUDERDAL, FL",0,0,1,114.45,47.09,Residential,Allentown,2,18,4,18,3,4-5,-79.99220290661118,40.42596122916999
2655606,0014F00199000000,814 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,348.25,52.24,Residential,Allentown,3,18,4,18,3,4-6,-79.99308550197189,40.42068940119288
2655607,0014G00212000000,918 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,26.2,39.52,Residential,Allentown,3,18,4,18,3,4-6,-79.99081900143139,40.420650617702094
2655608,0014F00353000000,830 FREELAND ST,"PITTSBURGH, PA",0,0,1,438.4,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9924217137399,40.41897142075466
2655609,0014C00293000000,971 MANTON WAY,"PITTSBURGH, PA",0,0,1,890.12,0,Residential,Allentown,3,18,4,18,3,4-6,-79.98902509309941,40.421574583257126
2655610,0014G00009000000,332 KNOX AVE,"PITTSBURGH, PA",0,0,1,346.91,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99094830052175,40.41929233428575
2655611,0014G00077000000,930 FREELAND ST,"PITTSBURGH, PA",0,0,1,66.93,1.67,Residential,Allentown,3,18,4,18,3,4-6,-79.9895200552515,40.41901917324636
2655612,0014L00024000000,944 LILLIAN ST,"PITTSBURGH, PA",0,0,1,13.22,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9890709311323,40.41868587402075
2655613,0014A00306000000,703 EXCELSIOR ST,"PITTSBURGH, PA",0,0,1,410,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9957065393802,40.422888734329774
2655614,0014G00280000000,INDUSTRY ST,"PITTSBURGH, PA",0,0,1,35.88,0.9,Residential,Allentown,3,18,4,18,3,4-6,-79.98931824529689,40.42113550327876
2655615,0014G00069000000,920 FREELAND ST,"PITTSBURGH, PA",0,0,1,256.25,6.41,Residential,Allentown,3,18,4,18,3,4-6,-79.98988440894345,40.41909639539184
2655616,0014C00343000000,965 MANTON WAY,"SARASOTA, FL",0,0,1,111.47,2.79,Residential,Allentown,3,18,4,18,3,4-6,-79.98931225315805,40.42150234173178
2655617,0014B00012000000,19 ALLEN ST,"PITTSBURGH, PA",0,0,1,133.52,23.42,Residential,Allentown,3,18,4,18,3,4-5,-79.99400942122881,40.42351017656594
2655618,0014C00266000000,917 E WARRINGTON AVE,"PITTSBURGH, PA",0,0,1,247.78,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9910217813281,40.4219709559968
2655619,0014B00144000000,750 E WARRINGTON AVE,"PITTSBURGH, PA",0,0,1,1196.18,29.9,Commercial,Allentown,3,18,4,18,3,4-6,-79.9938737833671,40.4216034504318
2655620,0003P00257000000,913 EUREKA ST,"GREENTOWN, PA",0,0,1,621.38,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99130758107934,40.424037203424966
2655621,0014E00241000000,BELTZHOOVER AVE,"PITTSBURGH, PA",0,0,1,59.1,6.9,Residential,Allentown,3,18,4,18,3,4-21,-79.99705420204131,40.41935797032655
2655622,0003P00027000000,29 ROANOKE ST,"BETHEL PARK, PA",0,0,1,3680.49,0,Residential,Allentown,2,18,4,18,3,4-5,-79.99253170064301,40.42600679054933
2655623,0014G00131000000,1437 ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,285.92,33.35,Residential,Allentown,3,18,4,18,3,4-6,-79.98928679678465,40.4194255273646
2655624,0014B00226000000,811 EXCELSIOR ST,"PITTSBURGH, PA",0,0,1,188.54,7.86,Residential,Allentown,3,18,4,18,3,4-5,-79.99322912644637,40.42304896755152
2655625,0003P00228000000,830 MCLAIN ST,"PITTSBURGH, PA",0,0,1,444.11,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99289992875758,40.4241058802396
2655626,0003N00168000000,20 MILLBRIDGE ST,"EL SEGUNDO, CA",0,0,1,10.25,0.94,Residential,Allentown,3,18,4,18,3,4-5,-79.9961072146183,40.42364943015845
2655627,0014E00242000000,BELTZHOOVER AVE,"PITTSBURGH, PA",0,0,1,59.1,6.9,Residential,Allentown,3,18,4,18,3,4-21,-79.99705203863081,40.41928675543775
2655628,0014C00272000000,927 MANTON WAY,"PITTSBURGH, PA",0,0,1,118.91,2.97,Residential,Allentown,3,18,4,18,3,4-6,-79.99084722798611,40.4215438705577
2655629,0014B00042000000,27 ALLEN ST,"PITTSBURGH, PA",0,0,1,388.15,200.53,Residential,Allentown,3,18,4,18,3,4-5,-79.99400116930539,40.42317807030288
2655630,0014B00271000000,821 CARNIVAL WAY,"BREA, CA",0,0,1,322.13,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99297338719768,40.42246411735918
2655631,0014B00201000B00,850 CERES WAY,"PITTSBURGH, PA",0,0,1,72.43,8.44,Residential,Allentown,3,18,4,18,3,4-5,-79.99186703741478,40.42321650674965
2655632,0014L00013000000,914 LILLIAN ST,"PITTSBURGH, PA",0,0,1,1199.61,39.99,Residential,Allentown,3,18,4,18,3,4-6,-79.99005379904109,40.41865938006786
2655633,0003N00141000000,609 EUREKA ST,"PITTSBURGH, PA",0,0,1,26.68,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99727055254627,40.42381301539166
2655634,0014B00372000000,MANTON WAY,"PITTSBURGH, PA",0,0,1,25.41,15.45,Residential,Allentown,3,18,4,18,3,4-6,-79.99115598509091,40.42120750593708
2655635,0014F00319000000,837 FREELAND ST,"PITTSBURGH, PA",0,0,1,341.33,8.53,Residential,Allentown,3,18,4,18,3,4-6,-79.99225150331873,40.41940552586898
2655636,0014C00285000000,950 E WARRINGTON AVE,"PITTSBURGH, PA",0,0,1,192.51,0,Residential,Allentown,3,18,4,18,3,4-6,-79.9897503890082,40.4216515653996
2655637,0014G00092000000,1511 ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,712.85,0,Residential,Allentown,3,18,4,18,3,4-6,-79.98872119610627,40.419048601730594
2655638,0014B00002000000,714 EUREKA ST,"PITTSBURGH, PA",0,0,1,239.86,6,Residential,Allentown,3,18,4,18,3,4-5,-79.99522095490077,40.423492481310944
2655639,0014E00281000000,622 FREELAND ST,"PITTSBURGH, PA",0,0,1,463.17,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99639300423081,40.41899228088927
2655640,0014A00194000000,615 E WARRINGTON AVE,"PITTSBURGH, PA",0,0,1,137.23,3.42,Residential,Allentown,3,18,4,18,3,4-21,-79.99662512562428,40.42193026110802
2655641,0003P00234000000,835 EUREKA ST,"SANFORD, NC",0,0,1,476.52,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9924682218855,40.423911022116656
2655642,0014A00297000000,29 MILLBRIDGE ST,"PITTSBURGH, PA",0,0,1,381.2,44.48,Residential,Allentown,3,18,4,18,3,4-5,-79.99562017165918,40.42331393962584
2655643,0003J00054000000,WILLIAM ST,"VENICE, FL",0,0,1,852.15,28.41,Residential,Allentown,2,18,4,18,3,4-5,-79.99819587023255,40.42804122225986
2655644,0014A00209000000,66 MILLBRIDGE ST,"PITTSBURGH, PA",0,0,1,1296.08,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9959845142573,40.42224683313302
2655645,0014B00309000000,817 E WARRINGTON AVE,"MURRYSVILLE, PA",0,0,1,1078.8,125.85,Commercial,Allentown,3,18,4,18,3,4-5,-79.99305417044359,40.42209950695915
2655646,0014E00244000000,BELTZHOOVER AVE,"PITTSBURGH, PA",0,0,1,66.72,7.78,Residential,Allentown,3,18,4,18,3,4-21,-79.99705011034217,40.41920438311096
2655647,0014A00239000000,73 BELTZHOOVER AVE,"PITTSBURGH, PA",0,0,1,255.42,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99724688739884,40.42302067560775
2655648,0014B00180000000,836 EUREKA ST,"PITTSBURGH, PA",0,0,1,385.03,0,Residential,Allentown,3,18,4,18,3,4-5,-79.9924240002697,40.42351798816178
2655649,0003P00028000000,27 ROANOKE ST,"FORT LAUDERDAL, FL",0,0,1,879.85,87.97,Residential,Allentown,2,18,4,18,3,4-5,-79.99237265831361,40.426006912684095
2655650,0014E00251000000,621 FREELAND ST,"MATAMORAS, PA",0,0,1,409.8,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99641574429121,40.419240883428365
2655651,0014K00022000000,806 LILLIAN ST,"PITTSBURGH, PA",0,0,1,171.44,20.01,Residential,Allentown,3,18,4,18,3,4-6,-79.99330378992205,40.41854629034564
2655652,0014B00079000000,47 ALLEN ST,"PITTSBURGH, PA",0,0,1,179.1,4.48,Residential,Allentown,3,18,4,18,3,4-5,-79.99399838033074,40.4223739166985
2655653,0014B00255000000,826 EXCELSIOR ST,"PITTSBURGH, PA",0,0,1,476.52,11.92,Residential,Allentown,3,18,4,18,3,4-5,-79.99288341749299,40.42256411392586
2655654,0014G00278000000,MANTON WAY,"PITTSBURGH, PA",0,0,1,35.88,0.9,Residential,Allentown,3,18,4,18,3,4-6,-79.98949959473775,40.421134849625126
2655655,0014C00024000000,920 EXCELSIOR ST,"PITTSBURGH, PA",0,0,1,495.58,0,Residential,Allentown,3,18,4,18,3,4-5,-79.99108582463052,40.423036034078365
2655656,0014E00188000000,636 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,648.06,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99592434347832,40.42062825479176
2655657,0014K00043000000,852 LILLIAN ST,"PITTSBURGH, PA",0,0,1,274.48,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99157880339129,40.41859719915006
2655658,0014A00249000000,611 EXCELSIOR ST,"PITTSBURGH, PA",0,0,1,123.63,14.42,Residential,Allentown,3,18,4,18,3,4-5,-79.99688767580007,40.42292754383913
2655659,0014G00196000000,905 CLIMAX ST,"IRVING, TX",0,0,1,177.97,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99020135904927,40.42026363938131
2655660,0014C00378000000,958 MANTON WAY,"PITTSBURGH, PA",0,0,1,202.95,5.07,Residential,Allentown,3,18,4,18,3,4-6,-79.98976271253017,40.42122853601983
2655661,0014E00239000000,BELTZHOOVER AVE,"PITTSBURGH, PA",0,0,1,28.6,3.33,Residential,Allentown,3,18,4,18,3,4-21,-79.99705506242435,40.41944210197645
2655662,0014A00301000000,33 MILLBRIDGE ST,"PITTSBURGH, PA",0,0,1,221.4,5.53,Residential,Allentown,3,18,4,18,3,4-5,-79.99562588411062,40.4231890269532
2655663,0014B00118000000,741 E WARRINGTON AVE,"PITTSBURGH, PA",0,0,1,499.39,58.27,Commercial,Allentown,3,18,4,18,3,4-21,-79.99436935945222,40.42191599268385
2655664,0014C00350000000,947 MANTON WAY,"IRVING, TX",0,0,1,138.91,71.76,Residential,Allentown,3,18,4,18,3,4-6,-79.98995281946581,40.42149046936806
2655665,0014A00325000000,701 E WARRINGTON AVE,"PITTSBURGH, PA",0,0,1,635.32,0,Commercial,Allentown,3,18,4,18,3,4-21,-79.99567348131589,40.42193835013026
2655666,0014F00313000000,825 FREELAND ST,"PITTSBURGH, PA",0,0,1,615.65,0,Residential,Allentown,3,18,4,18,3,4-6,-79.99261257172006,40.41939973203487
2655667,0014E00208000000,611 CLIMAX ST,"PITTSBURGH, PA",0,0,1,1768.79,0,Commercial,Allentown,3,18,4,18,3,4-21,-79.99669509867054,40.4201638617745
2655668,0014C00341000000,969 MANTON WAY,"SAN ANTONIO, TX",0,0,1,568.01,0,Residential,Allentown,3,18,4,18,3,4-6,-79.98913365415656,40.42150416370869
2655669,0014B00392000000,1109 ARLINGTON AVE,"HIGHSPIRE, PA",0,0,1,12469.05,1246.85,Industrial,Allentown,3,18,4,18,3,4-5,-79.9913429624415,40.42231828918174
2655670,0014G00229000000,958 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,165.64,4.14,Residential,Allentown,3,18,4,18,3,4-6,-79.98950713797251,40.42067582560985
2655671,0003N00169000000,20 MILLBRIDGE ST,"EL SEGUNDO, CA",0,0,1,75.85,1.9,Residential,Allentown,3,18,4,18,3,4-5,-79.99610768469563,40.42358128635159
2655672,0014E00197000000,614 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,323.91,8.1,Residential,Allentown,3,18,4,18,3,4-21,-79.9967152949446,40.42056058162715
2655673,0014E00167000000,608 MANTON WAY,"PITTSBURGH, PA",0,0,1,72.43,8.44,Residential,Allentown,3,18,4,18,3,4-21,-79.99709418377722,40.42088200241664
2655674,0003P00187000000,719 EUREKA ST,"STATE COLLEGE, PA",0,0,1,30.75,0.77,Residential,Allentown,3,18,4,18,3,4-5,-79.9949754743883,40.4238791418239
2655675,0014F00164000000,915 INDUSTRY ST,"PITTSBURGH, PA",0,0,1,598.96,364.35,Residential,Allentown,3,18,4,18,3,4-6,-79.99118608457424,40.42100445527071
2655676,0014F00011000000,320 WALTER ST,"BROOKLYN, NY",0,0,1,371.06,0,Residential,Allentown,3,18,4,18,3,4-21,-79.99500005362158,40.41929580623595
2655677,0013R00264000000,2429 SPRING ST,"SEWICKLEY, PA",0,0,1,648.04,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97204670566205,40.41623844033138
2655678,0013S00223000000,WIESE ST,"PITTSBURGH, PA",0,0,1,192.52,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96939026696685,40.41433685746237
2655679,0013R00267000100,2430 ELSIE ST,"BETHEL PARK, PA",0,0,1,67.66,1.69,Residential,Arlington,3,16,4,16,3,4-8,-79.97184831500536,40.416346341317706
2655680,0013P00047000000,239 STERLING ST,"PITTSBURGH, PA",0,0,1,240.8,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97465970432647,40.41483397578913
2655681,0013R00085000000,229 ROTHMAN ST,"PITTSBURGH, PA",0,0,1,198.23,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97258091710438,40.415052569554554
2655682,0013R00149000000,303 CLOVER ST,"PITTSBURGH, PA",0,0,1,466.46,377.04,Residential,Arlington,3,16,4,16,3,4-8,-79.97156959255872,40.41461391403524
2655683,0013N00221000000,439 PARKWOOD RD,"IRVING, TX",0,0,1,59.03,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97989252195363,40.41452589654124
2655684,0031E00130000000,987 PARKWOOD RD,"BETHEL PARK, PA",0,0,1,107.63,2.69,Residential,Arlington,3,16,4,16,3,4-13,-79.96604098540614,40.4111161372981
2655685,0013K00191000000,2106 ABEL ST,"PITTSBURGH, PA",0,0,1,254.21,6.35,Residential,Arlington,3,16,4,16,3,4-8,-79.97736843401712,40.416302504992714
2655686,0013P00134000000,215 FERNLEAF ST,"PITTSBURGH, PA",0,0,1,68.72,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97591708386307,40.41561064403992
2655687,0013K00244000000,2219 SPRING ST,"PITTSBURGH, PA",0,0,1,842.45,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97519103809536,40.41654098930263
2655688,0013S00046000000,136 DENGLER ST,"PITTSBURGH, PA",0,0,1,16.7,0.42,Residential,Arlington,3,16,4,16,3,4-8,-79.96797944846573,40.41594316916495
2655689,0013K00104000000,2112 ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,266.51,6.66,Residential,Arlington,3,16,4,16,3,4-22,-79.9767948602408,40.41752952049147
2655690,0032D00263000000,917 PARKWOOD RD,"PITTSBURGH, PA",0,0,1,267.31,6.68,Residential,Arlington,3,16,4,16,3,4-13,-79.9686820536154,40.412065831606064
2655691,0013R00221000000,2432 SPRING ST,"PITTSBURGH, PA",0,0,1,74.53,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97185203547944,40.41578292549983
2655692,0013S00221000000,2808 WIESE ST,"PITTSBURGH, PA",0,0,1,568.01,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96921049750623,40.41431915944566
2655693,0013L00188000000,124 FITLER ST,"PITTSBURGH, PA",0,0,1,383.36,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97076973486297,40.4169032341157
2655694,0013N00223000000,439 PARKWOOD RD,"IRVING, TX",0,0,1,190.6,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97976988407108,40.41453513947312
2655695,0013S00258000000,2708 SPRING ST,"PITTSBURGH, PA",0,0,1,594.7,188.31,Residential,Arlington,3,16,4,16,3,4-8,-79.96967990311978,40.41553953454944
2655696,0013K00228000000,ELSIE ST,"PITTSBURGH, PA",0,0,1,154.4,3.86,Residential,Arlington,3,16,4,16,3,4-8,-79.97640242828005,40.41664424578709
2655697,0013P00196000000,2118 WENKE ST,"PITTSBURGH, PA",0,0,1,56.14,1.4,Residential,Arlington,3,16,4,16,3,4-8,-79.97695588523393,40.414994575383275
2655698,0031E00167000000,738 BAJO ST,"PITTSBURGH, PA",0,0,1,144.86,0,Residential,Arlington,3,16,4,16,3,4-13,-79.96426188025274,40.40959832134744
2655699,0013M00250000000,119 RINNE ST,"PITTSBURGH, PA",0,0,1,665.21,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96835598164888,40.41671437127195
2655700,0013K00189000000,2104 ABEL ST,"PITTSBURGH, PA",0,0,1,309.56,7.74,Residential,Arlington,3,16,4,16,3,4-8,-79.97745913621958,40.416307314574055
2655701,0013R00151000000,307 CLOVER ST,"PITTSBURGH, PA",0,0,1,300.33,2.5,Residential,Arlington,3,16,4,16,3,4-8,-79.97159449125854,40.41448364810636
2655702,0013S00154000000,2907 ORIN ST,"BETHEL PARK, PA",0,0,1,518.43,60.49,Residential,Arlington,3,16,4,16,3,4-8,-79.9672699616694,40.413858329726985
2655703,0013M00234000000,114 RINNE ST,"PITTSBURGH, PA",0,0,1,157.7,0,Residential,Arlington,3,16,4,16,3,4-8,-79.9688348458542,40.41685542774131
2655704,0013S00259000000,2708 SPRING ST,"PITTSBURGH, PA",0,0,1,55.28,17.5,Residential,Arlington,3,16,4,16,3,4-8,-79.96980760788416,40.41555119154405
2655705,0013P00040000000,225 STERLING ST,"PITTSBURGH, PA",0,0,1,188.06,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97458314431317,40.41531399031073
2655706,0030N00036000000,2938 SPRING ST,"PITTSBURGH, PA",0,0,1,168.28,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96588578122342,40.41535631354097
2655707,0013P00041000000,227 STERLING ST,"PITTSBURGH, PA",0,0,1,203.94,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97458476687743,40.41524634194777
2655708,0013S00118000000,2922 DEVLIN ST,"PITTSBURGH, PA",0,0,1,209.66,0,Residential,Arlington,3,16,4,16,3,4-8,-79.9665977164397,40.414639345415914
2655709,0013S00092000000,205 DENGLER ST,"FRISCO, TX",0,0,1,310.58,36.23,Residential,Arlington,3,16,4,16,3,4-8,-79.96741508368821,40.415318662001134
2655710,0013S00059000000,137 DENGLER ST,"PITTSBURGH, PA",0,0,1,162.11,4.06,Residential,Arlington,3,16,4,16,3,4-8,-79.96744135764114,40.415820381424815
2655711,0013L00228000000,2338 ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,38.05,0,Commercial,Arlington,3,16,4,16,3,4-22,-79.97304476578002,40.417226763282464
2655712,0013P00009000A00,2125 JONQUIL WAY,"KINGSTON, TN",0,0,1,375.5,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97657307777497,40.416130099421125
2655713,0013M00246000000,127 RINNE ST,"PITTSBURGH, PA",0,0,1,35.25,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96840488612905,40.41645646831885
2655714,0013R00229000000,2416 SPRING ST,"PITTSBURGH, PA",0,0,1,642.33,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97253637031287,40.41585318498693
2655715,0013J00114000000,1930 ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,312.63,36.47,Residential,Arlington,3,16,4,16,3,4-22,-79.97946443731196,40.41765199183014
2655716,0013P00092000000,228 STERLING ST,"PITTSBURGH, PA",0,0,1,191.23,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97522746821059,40.41527518287563
2655717,0013P00038000000,223 STERLING ST,"PITTSBURGH, PA",0,0,1,263.04,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97456531808147,40.41538277790988
2655718,0013L00342000000,2311 SPRING ST,"PITTSBURGH, PA",0,0,1,223.63,0,Residential,Arlington,3,16,4,16,3,4-8,-79.9741578888364,40.41646116146096
2655719,0013J00161000000,128 WEBER WAY,"PITTSBURGH, PA",0,0,1,111.89,2.8,Residential,Arlington,3,16,4,16,3,4-8,-79.97968507866135,40.41640226573014
2655720,0013S00231000000,225 GOLDBACH ST,"PITTSBURGH, PA",0,0,1,46.47,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96939236708295,40.41484105509036
2655721,0013P00034000000,211 STERLING ST,"PITTSBURGH, PA",0,0,1,362.41,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97449958108093,40.415760271466176
2655722,0013K00094000000,2025 NORTE WAY,"PITTSBURGH, PA",0,0,1,371.68,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97750189318796,40.41752626772119
2655723,0013L00191000000,2619 ELSIE ST,"PITTSBURGH, PA",0,0,1,32.99,1.65,Residential,Arlington,3,16,4,16,3,4-8,-79.97065283214611,40.41640352099796
2655724,0013S00050000000,130 DENGLER ST,"PITTSBURGH, PA",0,0,1,378.47,428.92,Residential,Arlington,3,16,4,16,3,4-8,-79.96796602228835,40.416125908749045
2655725,0030N00166000000,325 FELMETH ST,"PITTSBURGH, PA",0,0,1,14.65,0.37,Residential,Arlington,3,16,4,16,3,4-8,-79.96347567649995,40.41411957500996
2655726,0013J00110000000,1920 ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,95.16,2.38,Residential,Arlington,3,16,4,16,3,4-22,-79.9798177859521,40.417608134811246
2655727,0013P00222000000,2124 BRENT ST,"PITTSBURGH, PA",0,0,1,232.68,5.82,Residential,Arlington,3,16,4,16,3,4-8,-79.97670906561844,40.4153697466102
2655728,0013L00241000000,ARLINGTON AVE,"PITTSBURGH, PA",0,0,1,20.98,0,Residential,Arlington,3,16,4,16,3,4-22,-79.97385473166197,40.41710417526384
2655729,0013L00246000000,2304 ARLINGTON AVE,"IMPERIAL, PA",0,0,1,317.75,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97431840737272,40.41698600858878
2655730,0013L00202000000,117 CLOVER ST,"PITTSBURGH, PA",0,0,1,184.14,0,Residential,Arlington,3,16,4,16,3,4-8,-79.97118126661533,40.41701938914006
2655731,0030N00025000000,2939 SPRING ST,"PITTSBURGH, PA",0,0,1,182.37,0,Residential,Arlington,3,16,4,16,3,4-8,-79.96556216670979,40.415695992237424
2655732,0063F00053000000,2210 MCMONAGLE AVE,"PITTSBURGH, PA",0,0,1,37.86,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04503760255086,40.40023154664642
2655733,0063F00124000000,3015 BANKSVILLE RD,"CORAOPOLIS, PA",0,0,1,2460.01,61.5,Commercial,Banksville,2,20,5,20,6,4-9,-80.04198738464856,40.40152448902074
2655734,0036J00032000000,2575 ALLENDER AVE,"PITTSBURGH, PA",0,0,1,1296.43,32.41,Residential,Banksville,2,20,5,20,6,4-9,-80.04776810767859,40.40688008976927
2655735,0063C00233000000,2823 STRACHAN AVE,"PITTSBURGH, PA",0,0,1,1240.82,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03936452791741,40.401891302380726
2655736,0063E00042000000,2245 OLD OAK DR,"PITTSBURGH, PA",0,0,1,1254.9,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04583277054887,40.40127625869714
2655737,0017M00190000000,1111 CRANE AVE,"PITTSBURGH, PA",0,0,1,657.58,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03426221996601,40.4164382492855
2655738,0036M00106000000,1726 YOUNGER AVE,"MONSEY, NY",0,0,1,441.06,11.03,Residential,Banksville,2,20,5,20,6,4-9,-80.03318446966402,40.4087412762513
2655739,0036K00100000000,2350 ROSEGARDEN RD,"IRVING, TX",0,0,1,2058.48,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04259082050483,40.407575857945375
2655740,0036K00214000000,2370 CRESTVIEW RD,"PITTSBURGH, PA",0,0,1,44.8,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04400318495854,40.407351340024746
2655741,0036D00110000000,ROSEBERRY ST,"CARNEGIE, PA",0,0,1,310.69,0,Residential,Banksville,2,20,5,20,6,4-9,-80.03323024027962,40.41251345973221
2655742,0063B00186000000,3016 BANKSVILLE AVE,"PITTSBURGH, PA",0,0,1,609.15,10.15,Residential,Banksville,2,20,5,20,6,4-9,-80.04313122048964,40.40216740771975
2655743,0017P00082000000,1499 DALELAND AVE,"PITTSBURGH, PA",0,0,1,47.59,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04182940432177,40.4150725004524
2655744,0036G00110000000,1050 KIRSOPP AVE,"IRVING, TX",0,0,1,628.63,15.72,Residential,Banksville,2,20,5,20,6,4-9,-80.0377349819592,40.40919512055546
2655745,0036J00330000000,226 ORIOLE DR,"PITTSBURGH, PA",0,0,1,898.12,0,Residential,Banksville,2,20,5,20,6,4-9,-80.04625338613178,40.408627400012826
2655746,0036M00159000000,1859 YOUNGER AVE,"PITTSBURGH, PA",0,0,1,845.46,514.3,Residential,Banksville,2,20,5,20,6,4-9,-80.03550497795425,40.40733800914841
2655747,0016J00013000000,1001 EAST ENTRY DR,"PITTSBURGH, PA",0,0,1,61.74,3.09,Commercial,Banksville,2,20,5,20,6,4-9,-80.03247739099604,40.416921600347834
2655748,0036B00089000000,CARNAHAN RD,"PITTSBURGH, PA",0,0,1,30.5,3.55,Residential,Banksville,2,20,5,20,6,4-9,-80.04217531583184,40.41202242409747
2655749,0036M00100000000,1726 YOUNGER AVE,"MONSEY, NY",0,0,1,156.83,3.92,Residential,Banksville,2,20,5,20,6,4-9,-80.03306066981769,40.40895190518215
